Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Product_ID,Sub_Category,Product_Name,Postal_Code,Segment,City,State,Region,Category,Sales
1638,CA-2015-168984,2015-11-26,2015-12-02,"Standard Class",NW-18400,"Natalie Webber",TEC-PH-10000038,Phones,"Jawbone MINI JAMBOX Wireless Bluetooth Speaker",97224,Consumer,Tigard,Oregon,West,Technology,438.336
1639,CA-2017-157266,2017-05-26,2017-06-01,"Standard Class",TB-21280,"Toby Braunhardt",OFF-PA-10002689,Paper,"Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)",20016,Consumer,Washington,"District of Columbia",East,"Office Supplies",19.44
1640,CA-2017-157266,2017-05-26,2017-06-01,"Standard Class",TB-21280,"Toby Braunhardt",OFF-BI-10004728,Binders,"Wilson Jones Turn Tabs Binder Tool for Ring Binders",20016,Consumer,Washington,"District of Columbia",East,"Office Supplies",9.64
1641,CA-2017-157266,2017-05-26,2017-06-01,"Standard Class",TB-21280,"Toby Braunhardt",OFF-PA-10004675,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",20016,Consumer,Washington,"District of Columbia",East,"Office Supplies",12.7
1642,CA-2017-157266,2017-05-26,2017-06-01,"Standard Class",TB-21280,"Toby Braunhardt",FUR-FU-10000629,Furnishings,"9-3/4 Diameter Round Wall Clock",20016,Consumer,Washington,"District of Columbia",East,Furniture,41.37
1643,US-2015-134712,2015-11-29,2015-12-04,"Standard Class",BS-11380,"Bill Stewart",OFF-FA-10003112,Fasteners,Staples,60076,Corporate,Skokie,Illinois,Central,"Office Supplies",12.624
1644,CA-2016-111829,2016-03-19,2016-03-20,"First Class",FH-14365,"Fred Hopkins",OFF-ST-10000142,Storage,"Deluxe Rollaway Locking File with Drawer",98115,Corporate,Seattle,Washington,West,"Office Supplies",1247.64
1645,CA-2016-111829,2016-03-19,2016-03-20,"First Class",FH-14365,"Fred Hopkins",TEC-CO-10001766,Copiers,"Canon PC940 Copier",98115,Corporate,Seattle,Washington,West,Technology,3149.93
1646,CA-2016-111829,2016-03-19,2016-03-20,"First Class",FH-14365,"Fred Hopkins",OFF-PA-10004359,Paper,"Multicolor Computer Printout Paper",98115,Corporate,Seattle,Washington,West,"Office Supplies",209.7
1647,CA-2016-105221,2016-11-01,2016-11-03,"First Class",VM-21685,"Valerie Mitchum",TEC-AC-10002323,Accessories,"SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card",19140,"Home Office",Philadelphia,Pennsylvania,East,Technology,35.36
1648,CA-2016-105221,2016-11-01,2016-11-03,"First Class",VM-21685,"Valerie Mitchum",OFF-FA-10001135,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",19140,"Home Office",Philadelphia,Pennsylvania,East,"Office Supplies",3.168
1649,CA-2016-120341,2016-09-26,2016-09-29,"Second Class",SF-20200,"Sarah Foster",OFF-BI-10004224,Binders,"Catalog Binders with Expanding Posts",19143,Consumer,Philadelphia,Pennsylvania,East,"Office Supplies",121.104
1650,CA-2016-120341,2016-09-26,2016-09-29,"Second Class",SF-20200,"Sarah Foster",TEC-PH-10003357,Phones,"Grandstream GXP2100 Mainstream Business Phone",19143,Consumer,Philadelphia,Pennsylvania,East,Technology,45.894
1651,CA-2015-135699,2015-08-29,2015-08-29,"Same Day",HH-15010,"Hilary Holden",OFF-PA-10004475,Paper,"Xerox 1940",94110,Corporate,"San Francisco",California,West,"Office Supplies",109.92
1652,CA-2015-135699,2015-08-29,2015-08-29,"Same Day",HH-15010,"Hilary Holden",OFF-PA-10003001,Paper,"Xerox 1986",94110,Corporate,"San Francisco",California,West,"Office Supplies",13.36
1653,US-2018-132444,2018-11-18,2018-11-21,"First Class",CD-12280,"Christina DeMoss",OFF-ST-10003442,Storage,"Eldon Portable Mobile Manager",98105,Consumer,Seattle,Washington,West,"Office Supplies",169.68
1654,US-2018-132444,2018-11-18,2018-11-21,"First Class",CD-12280,"Christina DeMoss",TEC-AC-10003832,Accessories,"Imation 16GB Mini TravelDrive USB 2.0 Flash Drive",98105,Consumer,Seattle,Washington,West,Technology,132.52
1655,US-2018-132444,2018-11-18,2018-11-21,"First Class",CD-12280,"Christina DeMoss",OFF-FA-10000611,Fasteners,"Binder Clips by OIC",98105,Consumer,Seattle,Washington,West,"Office Supplies",2.96
1656,US-2018-132444,2018-11-18,2018-11-21,"First Class",CD-12280,"Christina DeMoss",OFF-BI-10001116,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",98105,Consumer,Seattle,Washington,West,"Office Supplies",8.448
1657,US-2018-132444,2018-11-18,2018-11-21,"First Class",CD-12280,"Christina DeMoss",OFF-ST-10000563,Storage,"Fellowes Bankers Box Stor/Drawer Steel Plus",98105,Consumer,Seattle,Washington,West,"Office Supplies",95.94
1658,CA-2015-127159,2015-05-12,2015-05-15,"First Class",HL-15040,"Hunter Lopez",FUR-FU-10000010,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",53209,Consumer,Milwaukee,Wisconsin,Central,Furniture,34.79
1659,CA-2018-161809,2018-01-20,2018-01-26,"Standard Class",TH-21100,"Thea Hendricks",TEC-PH-10004922,Phones,"RCA Visys Integrated PBX 8-Line Router",90045,Consumer,"Los Angeles",California,West,Technology,160.776
1660,CA-2018-127285,2018-10-30,2018-11-06,"Standard Class",MM-18055,"Michelle Moray",OFF-BI-10004330,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",98115,Consumer,Seattle,Washington,West,"Office Supplies",88.752
1661,CA-2018-127285,2018-10-30,2018-11-06,"Standard Class",MM-18055,"Michelle Moray",OFF-BI-10002072,Binders,"Cardinal Slant-D Ring Binders",98115,Consumer,Seattle,Washington,West,"Office Supplies",13.904
1662,CA-2018-144526,2018-04-30,2018-05-06,"Standard Class",QJ-19255,"Quincy Jones",TEC-PH-10002549,Phones,"Polycom SoundPoint IP 450 VoIP phone",19143,Corporate,Philadelphia,Pennsylvania,East,Technology,677.58
1663,CA-2018-144526,2018-04-30,2018-05-06,"Standard Class",QJ-19255,"Quincy Jones",OFF-BI-10002353,Binders,"GBC VeloBind Cover Sets",19143,Corporate,Philadelphia,Pennsylvania,East,"Office Supplies",13.896
1664,CA-2017-128531,2017-11-24,2017-11-26,"Second Class",NS-18505,"Neola Schneider",OFF-ST-10001325,Storage,"Sterilite Officeware Hinged File Box",75217,Consumer,Dallas,Texas,Central,"Office Supplies",41.92
1665,CA-2017-128531,2017-11-24,2017-11-26,"Second Class",NS-18505,"Neola Schneider",TEC-AC-10002049,Accessories,"Logitech G19 Programmable Gaming Keyboard",75217,Consumer,Dallas,Texas,Central,Technology,297.576
1666,CA-2017-128531,2017-11-24,2017-11-26,"Second Class",NS-18505,"Neola Schneider",OFF-FA-10002676,Fasteners,"Colored Push Pins",75217,Consumer,Dallas,Texas,Central,"Office Supplies",4.344
1667,CA-2017-128531,2017-11-24,2017-11-26,"Second Class",NS-18505,"Neola Schneider",TEC-AC-10003023,Accessories,"Logitech G105 Gaming Keyboard",75217,Consumer,Dallas,Texas,Central,Technology,94.992
1668,CA-2017-128531,2017-11-24,2017-11-26,"Second Class",NS-18505,"Neola Schneider",OFF-PA-10000167,Paper,"Xerox 1925",75217,Consumer,Dallas,Texas,Central,"Office Supplies",74.352
1669,CA-2017-128531,2017-11-24,2017-11-26,"Second Class",NS-18505,"Neola Schneider",OFF-AR-10003405,Art,"Dixon My First Ticonderoga Pencil, #2",75217,Consumer,Dallas,Texas,Central,"Office Supplies",14.04
1670,US-2016-157154,2016-01-10,2016-01-15,"Standard Class",MM-17920,"Michael Moore",FUR-TA-10001889,Tables,"Bush Advantage Collection Racetrack Conference Table",10011,Consumer,"New York City","New York",East,Furniture,1018.104
1671,CA-2018-159457,2018-10-19,2018-10-26,"Standard Class",RD-19480,"Rick Duston",TEC-PH-10002185,Phones,"QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3",77095,Consumer,Houston,Texas,Central,Technology,16.68
1672,CA-2017-107615,2017-03-22,2017-03-25,"First Class",RB-19645,"Robert Barroso",TEC-AC-10001013,Accessories,"Logitech ClearChat Comfort/USB Headset H390",89031,Corporate,"North Las Vegas",Nevada,West,Technology,58.58
1673,CA-2018-111647,2018-07-03,2018-07-07,"Standard Class",RD-19585,"Rob Dowd",TEC-PH-10002726,Phones,"netTALK DUO VoIP Telephone Service",75023,Consumer,Plano,Texas,Central,Technology,167.968
1674,CA-2016-150560,2016-12-11,2016-12-12,"First Class",SW-20455,"Shaun Weien",OFF-LA-10003930,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",23434,Consumer,Suffolk,Virginia,South,"Office Supplies",196.62
1675,CA-2016-143077,2016-09-17,2016-09-21,"Standard Class",SF-20965,"Sylvia Foulston",FUR-FU-10003535,Furnishings,"Howard Miller Distant Time Traveler Alarm Clock",77041,Corporate,Houston,Texas,Central,Furniture,21.936
1676,CA-2016-143077,2016-09-17,2016-09-21,"Standard Class",SF-20965,"Sylvia Foulston",OFF-BI-10000088,Binders,"GBC Imprintable Covers",77041,Corporate,Houston,Texas,Central,"Office Supplies",6.588
1677,CA-2017-122728,2017-05-18,2017-05-24,"Standard Class",EB-13930,"Eric Barreto",OFF-ST-10000604,Storage,"Home/Office Personal File Carts",94110,Consumer,"San Francisco",California,West,"Office Supplies",104.28
1678,CA-2017-122728,2017-05-18,2017-05-24,"Standard Class",EB-13930,"Eric Barreto",OFF-PA-10004040,Paper,"Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)",94110,Consumer,"San Francisco",California,West,"Office Supplies",17.94
1679,CA-2015-122882,2015-09-07,2015-09-13,"Standard Class",SB-20290,"Sean Braxton",OFF-ST-10002344,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",19134,Corporate,Philadelphia,Pennsylvania,East,"Office Supplies",64.784
1680,CA-2015-122882,2015-09-07,2015-09-13,"Standard Class",SB-20290,"Sean Braxton",TEC-PH-10003589,Phones,"invisibleSHIELD by ZAGG Smudge-Free Screen Protector",19134,Corporate,Philadelphia,Pennsylvania,East,Technology,32.382
1681,CA-2015-122882,2015-09-07,2015-09-13,"Standard Class",SB-20290,"Sean Braxton",FUR-FU-10000758,Furnishings,"DAX Natural Wood-Tone Poster Frame",19134,Corporate,Philadelphia,Pennsylvania,East,Furniture,42.368
1682,CA-2015-122882,2015-09-07,2015-09-13,"Standard Class",SB-20290,"Sean Braxton",TEC-MA-10004679,Machines,"StarTech.com 10/100 VDSL2 Ethernet Extender Kit",19134,Corporate,Philadelphia,Pennsylvania,East,Technology,399.54
1683,US-2017-101497,2017-09-29,2017-10-01,"Second Class",PS-18760,"Pamela Stobb",OFF-PA-10000176,Paper,"Xerox 1887",90008,Consumer,"Los Angeles",California,West,"Office Supplies",18.97
1684,CA-2017-147585,2017-11-07,2017-11-12,"Standard Class",CB-12535,"Claudia Bergmann",FUR-FU-10002597,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",94110,Corporate,"San Francisco",California,West,Furniture,14.82
1685,CA-2018-149489,2018-04-24,2018-04-27,"First Class",DK-12835,"Damala Kotsonis",OFF-AP-10002495,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",19143,Corporate,Philadelphia,Pennsylvania,East,"Office Supplies",99.28
1686,CA-2018-149489,2018-04-24,2018-04-27,"First Class",DK-12835,"Damala Kotsonis",OFF-BI-10002813,Binders,"Avery Reinforcements for Hole-Punch Pages",19143,Corporate,Philadelphia,Pennsylvania,East,"Office Supplies",1.188
1687,CA-2018-149489,2018-04-24,2018-04-27,"First Class",DK-12835,"Damala Kotsonis",OFF-BI-10002414,Binders,"GBC ProClick Spines for 32-Hole Punch",19143,Corporate,Philadelphia,Pennsylvania,East,"Office Supplies",7.518
1688,CA-2018-143798,2018-12-10,2018-12-12,"First Class",AW-10840,"Anthony Witt",OFF-PA-10000788,Paper,"Xerox 210",19140,Consumer,Philadelphia,Pennsylvania,East,"Office Supplies",10.368
1689,CA-2018-143798,2018-12-10,2018-12-12,"First Class",AW-10840,"Anthony Witt",FUR-FU-10004306,Furnishings,"Electrix Halogen Magnifier Lamp",19140,Consumer,Philadelphia,Pennsylvania,East,Furniture,310.88
1690,CA-2015-142839,2015-08-16,2015-08-20,"Standard Class",TS-21610,"Troy Staebel",FUR-TA-10001539,Tables,"Chromcraft Rectangular Conference Tables",19143,Consumer,Philadelphia,Pennsylvania,East,Furniture,853.092
1691,CA-2018-129833,2018-12-09,2018-12-15,"Standard Class",HF-14995,"Herbert Flentye",OFF-PA-10000575,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",46203,Consumer,Indianapolis,Indiana,Central,"Office Supplies",33.45
1692,CA-2018-129833,2018-12-09,2018-12-15,"Standard Class",HF-14995,"Herbert Flentye",OFF-BI-10004182,Binders,"Economy Binders",46203,Consumer,Indianapolis,Indiana,Central,"Office Supplies",10.4
1693,US-2017-154361,2017-03-14,2017-03-19,"Standard Class",HZ-14950,"Henia Zydlo",FUR-FU-10004020,Furnishings,"Advantus Panel Wall Acrylic Frame",43229,Consumer,Columbus,Ohio,East,Furniture,21.88
1694,US-2017-158708,2017-06-26,2017-06-29,"Second Class",AB-10255,"Alejandro Ballentine",TEC-AC-10003133,Accessories,"Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive",75023,"Home Office",Plano,Texas,Central,Technology,13.616
1695,CA-2016-156335,2016-09-25,2016-09-28,"Second Class",PO-19195,"Phillina Ober",TEC-AC-10002006,Accessories,"Memorex Micro Travel Drive 16 GB",7002,"Home Office",Bayonne,"New Jersey",East,Technology,63.96
1696,CA-2016-156335,2016-09-25,2016-09-28,"Second Class",PO-19195,"Phillina Ober",OFF-BI-10003314,Binders,"Tuff Stuff Recycled Round Ring Binders",7002,"Home Office",Bayonne,"New Jersey",East,"Office Supplies",14.46
1697,CA-2016-156335,2016-09-25,2016-09-28,"Second Class",PO-19195,"Phillina Ober",TEC-PH-10002726,Phones,"netTALK DUO VoIP Telephone Service",7002,"Home Office",Bayonne,"New Jersey",East,Technology,104.98
1698,CA-2016-148376,2016-12-27,2016-12-31,"Standard Class",AG-10900,"Arthur Gainer",OFF-AP-10000240,Appliances,"Belkin F9G930V10-GRY 9 Outlet Surge",90008,Consumer,"Los Angeles",California,West,"Office Supplies",106.96
1699,CA-2016-148376,2016-12-27,2016-12-31,"Standard Class",AG-10900,"Arthur Gainer",OFF-LA-10002381,Labels,"Avery 497",90008,Consumer,"Los Angeles",California,West,"Office Supplies",21.56
1700,CA-2015-135657,2015-06-03,2015-06-07,"Second Class",SC-20725,"Steven Cartwright",FUR-TA-10004086,Tables,"KI Adjustable-Height Table",98115,Consumer,Seattle,Washington,West,Furniture,515.88
1701,CA-2016-114069,2016-07-13,2016-07-15,"Second Class",ND-18370,"Natalie DeCherney",OFF-BI-10000320,Binders,"GBC Plastic Binding Combs",10035,Consumer,"New York City","New York",East,"Office Supplies",11.808
1702,CA-2016-114069,2016-07-13,2016-07-15,"Second Class",ND-18370,"Natalie DeCherney",FUR-CH-10000595,Chairs,"Safco Contoured Stacking Chairs",10035,Consumer,"New York City","New York",East,Furniture,1931.04
1703,CA-2016-114069,2016-07-13,2016-07-15,"Second Class",ND-18370,"Natalie DeCherney",OFF-PA-10000349,Paper,"Easy-staple paper",10035,Consumer,"New York City","New York",East,"Office Supplies",9.96
1704,CA-2015-139857,2015-02-02,2015-02-06,"Standard Class",CD-12790,"Cynthia Delaney",OFF-FA-10001843,Fasteners,Staples,92037,"Home Office","San Diego",California,West,"Office Supplies",12.35
1705,CA-2017-106306,2017-03-08,2017-03-08,"Same Day",PG-18820,"Patrick Gardner",OFF-BI-10003676,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",85301,Consumer,Glendale,Arizona,West,"Office Supplies",9.702
1706,CA-2016-100545,2016-11-22,2016-11-26,"Standard Class",IM-15070,"Irene Maddox",OFF-BI-10003638,Binders,"GBC Durable Plastic Covers",19120,Consumer,Philadelphia,Pennsylvania,East,"Office Supplies",11.61
1707,CA-2018-123491,2018-10-30,2018-11-05,"Standard Class",JK-15205,"Jamie Kunitz",OFF-LA-10003077,Labels,"Avery 500",94122,Consumer,"San Francisco",California,West,"Office Supplies",43.86
1708,CA-2018-123491,2018-10-30,2018-11-05,"Standard Class",JK-15205,"Jamie Kunitz",TEC-PH-10003505,Phones,"Geemarc AmpliPOWER60",94122,Consumer,"San Francisco",California,West,Technology,148.48
1709,CA-2018-123491,2018-10-30,2018-11-05,"Standard Class",JK-15205,"Jamie Kunitz",OFF-PA-10003424,Paper,"""While you Were Out"" Message Book, One Form per Page",94122,Consumer,"San Francisco",California,West,"Office Supplies",7.42
1710,CA-2018-123491,2018-10-30,2018-11-05,"Standard Class",JK-15205,"Jamie Kunitz",FUR-CH-10003061,Chairs,"Global Leather Task Chair, Black",94122,Consumer,"San Francisco",California,West,Furniture,71.992
1711,CA-2018-123491,2018-10-30,2018-11-05,"Standard Class",JK-15205,"Jamie Kunitz",OFF-AR-10003514,Art,"4009 Highlighters by Sanford",94122,Consumer,"San Francisco",California,West,"Office Supplies",19.9
1712,CA-2018-123491,2018-10-30,2018-11-05,"Standard Class",JK-15205,"Jamie Kunitz",OFF-AP-10002684,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",94122,Consumer,"San Francisco",California,West,"Office Supplies",1702.12
1713,CA-2016-145401,2016-01-30,2016-02-04,"Standard Class",JP-15520,"Jeremy Pistek",OFF-PA-10004405,Paper,"Rediform Voice Mail Log Books",77070,Consumer,Houston,Texas,Central,"Office Supplies",14.304
1714,US-2018-124968,2018-09-08,2018-09-13,"Second Class",MM-18055,"Michelle Moray",FUR-TA-10004289,Tables,"BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables",60610,Consumer,Chicago,Illinois,Central,Furniture,765.625
1715,CA-2018-104003,2018-10-07,2018-10-13,"Standard Class",DC-13285,"Debra Catini",FUR-BO-10003965,Bookcases,"O'Sullivan Manor Hill 2-Door Library in Brianna Oak",94110,Consumer,"San Francisco",California,West,Furniture,307.666
1716,CA-2017-154788,2017-04-30,2017-05-04,"Standard Class",JL-15835,"John Lee",OFF-BI-10003314,Binders,"Tuff Stuff Recycled Round Ring Binders",10011,Consumer,"New York City","New York",East,"Office Supplies",7.712
1717,CA-2017-169943,2017-05-19,2017-05-24,"Standard Class",BN-11515,"Bradley Nguyen",OFF-AP-10001563,Appliances,"Belkin Premiere Surge Master II 8-outlet surge protector",10011,Consumer,"New York City","New York",East,"Office Supplies",242.9
1718,CA-2017-169943,2017-05-19,2017-05-24,"Standard Class",BN-11515,"Bradley Nguyen",OFF-ST-10004123,Storage,"Safco Industrial Wire Shelving System",10011,Consumer,"New York City","New York",East,"Office Supplies",454.9
1719,CA-2017-169943,2017-05-19,2017-05-24,"Standard Class",BN-11515,"Bradley Nguyen",FUR-FU-10002088,Furnishings,"Nu-Dell Float Frame 11 x 14 1/2",10011,Consumer,"New York City","New York",East,Furniture,35.92
1720,CA-2017-169943,2017-05-19,2017-05-24,"Standard Class",BN-11515,"Bradley Nguyen",FUR-FU-10000010,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",10011,Consumer,"New York City","New York",East,Furniture,39.76
1721,CA-2017-169943,2017-05-19,2017-05-24,"Standard Class",BN-11515,"Bradley Nguyen",OFF-BI-10002824,Binders,"Recycled Easel Ring Binders",10011,Consumer,"New York City","New York",East,"Office Supplies",47.744
1722,US-2016-123218,2016-12-20,2016-12-25,"Standard Class",KD-16345,"Katherine Ducich",TEC-PH-10001061,Phones,"Apple iPhone 5C",60623,Consumer,Chicago,Illinois,Central,Technology,159.984
1723,US-2016-123218,2016-12-20,2016-12-25,"Standard Class",KD-16345,"Katherine Ducich",TEC-AC-10000736,Accessories,"Logitech G600 MMO Gaming Mouse",60623,Consumer,Chicago,Illinois,Central,Technology,255.968
1724,US-2016-123218,2016-12-20,2016-12-25,"Standard Class",KD-16345,"Katherine Ducich",FUR-BO-10003966,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",60623,Consumer,Chicago,Illinois,Central,Furniture,359.058
1725,CA-2016-127453,2016-12-19,2016-12-20,"First Class",JK-15370,"Jay Kimmel",OFF-AP-10000828,Appliances,"Avanti 4.4 Cu. Ft. Refrigerator",19143,Consumer,Philadelphia,Pennsylvania,East,"Office Supplies",434.352
1726,CA-2016-127453,2016-12-19,2016-12-20,"First Class",JK-15370,"Jay Kimmel",OFF-AP-10002906,Appliances,"Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum",19143,Consumer,Philadelphia,Pennsylvania,East,"Office Supplies",3.552
1727,CA-2016-127453,2016-12-19,2016-12-20,"First Class",JK-15370,"Jay Kimmel",OFF-AP-10003860,Appliances,"Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection",19143,Consumer,Philadelphia,Pennsylvania,East,"Office Supplies",88.832
1728,US-2018-164056,2018-04-29,2018-05-04,"Second Class",FM-14215,"Filia McAdams",FUR-TA-10001307,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",43017,Corporate,Dublin,Ohio,East,Furniture,1048.35
1729,CA-2017-106894,2017-02-07,2017-02-07,"Same Day",CA-12265,"Christina Anderson",TEC-AC-10003063,Accessories,"Micro Innovations USB RF Wireless Keyboard with Mouse",22153,Consumer,Springfield,Virginia,South,Technology,100
1730,CA-2017-106894,2017-02-07,2017-02-07,"Same Day",CA-12265,"Christina Anderson",OFF-LA-10001045,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters by Universal",22153,Consumer,Springfield,Virginia,South,"Office Supplies",7.83
1731,CA-2015-125136,2015-09-28,2015-10-03,"Standard Class",KD-16495,"Keith Dawkins",OFF-PA-10001457,Paper,"White GlueTop Scratch Pads",28314,Corporate,Fayetteville,"North Carolina",South,"Office Supplies",96.256
1732,CA-2015-125136,2015-09-28,2015-10-03,"Standard Class",KD-16495,"Keith Dawkins",OFF-PA-10001804,Paper,"Xerox 195",28314,Corporate,Fayetteville,"North Carolina",South,"Office Supplies",10.688
1733,US-2017-131149,2017-07-10,2017-07-14,"Standard Class",LH-17155,"Logan Haushalter",OFF-ST-10000689,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",75081,Consumer,Dallas,Texas,Central,"Office Supplies",338.04
1734,US-2017-131149,2017-07-10,2017-07-14,"Standard Class",LH-17155,"Logan Haushalter",OFF-AR-10002135,Art,"Boston Heavy-Duty Trimline Electric Pencil Sharpeners",75081,Consumer,Dallas,Texas,Central,"Office Supplies",154.24
1735,CA-2018-101483,2018-07-29,2018-08-01,"Second Class",AG-10675,"Anna Gayman",OFF-AP-10002082,Appliances,"Holmes HEPA Air Purifier",28540,Consumer,Jacksonville,"North Carolina",South,"Office Supplies",34.848
1736,CA-2018-101483,2018-07-29,2018-08-01,"Second Class",AG-10675,"Anna Gayman",TEC-PH-10003442,Phones,"Samsung Replacement EH64AVFWE Premium Headset",28540,Consumer,Jacksonville,"North Carolina",South,Technology,22
1737,CA-2018-101483,2018-07-29,2018-08-01,"Second Class",AG-10675,"Anna Gayman",OFF-AR-10002833,Art,"Newell 322",28540,Consumer,Jacksonville,"North Carolina",South,"Office Supplies",4.368
1738,CA-2016-130204,2016-09-03,2016-09-09,"Standard Class",DB-13120,"David Bremer",OFF-ST-10001325,Storage,"Sterilite Officeware Hinged File Box",94122,Corporate,"San Francisco",California,West,"Office Supplies",31.44
1739,CA-2016-130204,2016-09-03,2016-09-09,"Standard Class",DB-13120,"David Bremer",TEC-AC-10003038,Accessories,"Kingston Digital DataTraveler 16GB USB 2.0",94122,Corporate,"San Francisco",California,West,Technology,17.9
1740,CA-2016-130204,2016-09-03,2016-09-09,"Standard Class",DB-13120,"David Bremer",TEC-AC-10003590,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",94122,Corporate,"San Francisco",California,West,Technology,129.45
1741,CA-2015-110527,2015-08-09,2015-08-16,"Standard Class",ED-13885,"Emily Ducich",OFF-LA-10000262,Labels,"Avery 494",92037,"Home Office","San Diego",California,West,"Office Supplies",20.88
1742,CA-2018-152807,2018-10-30,2018-11-03,"Standard Class",MC-18100,"Mick Crebagga",OFF-PA-10004355,Paper,"Xerox 231",19140,Consumer,Philadelphia,Pennsylvania,East,"Office Supplies",20.736
1743,CA-2018-152807,2018-10-30,2018-11-03,"Standard Class",MC-18100,"Mick Crebagga",FUR-FU-10004415,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",19140,Consumer,Philadelphia,Pennsylvania,East,Furniture,7.168
1744,CA-2018-152807,2018-10-30,2018-11-03,"Standard Class",MC-18100,"Mick Crebagga",OFF-ST-10002486,Storage,"Eldon Shelf Savers Cubes and Bins",19140,Consumer,Philadelphia,Pennsylvania,East,"Office Supplies",11.168
1745,CA-2018-152807,2018-10-30,2018-11-03,"Standard Class",MC-18100,"Mick Crebagga",TEC-AC-10001142,Accessories,"First Data FD10 PIN Pad",19140,Consumer,Philadelphia,Pennsylvania,East,Technology,442.4
1746,CA-2015-133270,2015-06-06,2015-06-09,"First Class",BM-11785,"Bryan Mills",OFF-AR-10002656,Art,"Sanford Liquid Accent Highlighters",14609,Consumer,Rochester,"New York",East,"Office Supplies",13.36
1747,CA-2017-155670,2017-08-13,2017-08-17,"Second Class",EM-14065,"Erin Mull",OFF-BI-10000138,Binders,"Acco Translucent Poly Ring Binders",28540,Consumer,Jacksonville,"North Carolina",South,"Office Supplies",11.232
1748,CA-2017-155670,2017-08-13,2017-08-17,"Second Class",EM-14065,"Erin Mull",OFF-PA-10004947,Paper,"Easy-staple paper",28540,Consumer,Jacksonville,"North Carolina",South,"Office Supplies",10.272
1749,US-2015-157406,2015-04-25,2015-04-29,"Standard Class",DA-13450,"Dianna Arnett",OFF-PA-10003543,Paper,"Xerox 1985",77095,"Home Office",Houston,Texas,Central,"Office Supplies",10.368
1750,US-2015-157406,2015-04-25,2015-04-29,"Standard Class",DA-13450,"Dianna Arnett",OFF-AR-10002221,Art,"12 Colored Short Pencils",77095,"Home Office",Houston,Texas,Central,"Office Supplies",6.24
1751,CA-2016-139094,2016-11-22,2016-11-27,"Standard Class",MO-17800,"Meg O'Connel",FUR-TA-10004607,Tables,"Hon 2111 Invitation Series Straight Table",78207,"Home Office","San Antonio",Texas,Central,Furniture,206.962
1752,CA-2018-168837,2018-10-14,2018-10-17,"First Class",JW-15955,"Joni Wasserman",FUR-FU-10001918,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",94601,Consumer,Oakland,California,West,Furniture,9.46
1753,CA-2018-116715,2018-12-02,2018-12-05,"First Class",VW-21775,"Victoria Wilson",OFF-ST-10004340,Storage,"Fellowes Mobile File Cart, Black",94122,Corporate,"San Francisco",California,West,"Office Supplies",559.62
1754,CA-2018-116715,2018-12-02,2018-12-05,"First Class",VW-21775,"Victoria Wilson",OFF-PA-10004475,Paper,"Xerox 1940",94122,Corporate,"San Francisco",California,West,"Office Supplies",109.92
1755,CA-2018-116715,2018-12-02,2018-12-05,"First Class",VW-21775,"Victoria Wilson",OFF-PA-10003893,Paper,"Xerox 1962",94122,Corporate,"San Francisco",California,West,"Office Supplies",8.56
1756,CA-2016-135622,2016-12-08,2016-12-11,"Second Class",TT-21460,"Tonja Turnell",OFF-PA-10000100,Paper,"Xerox 1945",76106,"Home Office","Fort Worth",Texas,Central,"Office Supplies",360.712
